site name,time,grid,diesel,solar
site1,44,2.43,2.43,0.0
site1,45,2.475,2.475,0.0
site1,46,2.425,2.425,0.0
site1,47,2.35,2.35,0.0
site1,48,2.29,2.29,0.0
site1,49,2.24,2.24,0.0
site1,50,2.155,2.155,0.0
site1,51,2.095,2.095,0.02
site1,52,2.085,2.085,0.18
site1,53,1.935,1.935,0.5
site1,54,2.005,2.005,0.42
site1,55,1.71,1.71,1.24
site1,56,1.7000000000000002,1.7000000000000002,1.42
site1,57,0.009999999999999787,0.009999999999999787,4.94
site1,58,0.3999999999999999,0.3999999999999999,4.12
site1,59,-0.015000000000000124,-0.015000000000000124,4.8
site1,60,-1.0100000000000002,-1.0100000000000002,6.9
site1,61,1.985,1.985,0.94
site1,62,1.8066666665000002,1.8066666665000002,1.4
site1,63,0.10666666650000023,0.10666666650000023,4.8
site1,64,0.0666666665000002,0.0666666665000002,4.88
site1,65,1.46,1.46,2.08
site1,66,2.11,2.11,0.74
site1,67,2.31,2.31,0.36
site1,68,2.54,2.54,0.02
site1,69,2.46,2.46,0.0
site1,70,2.355,2.355,0.0
site1,71,2.275,2.275,0.0
site1,72,2.2075,2.2075,0.0
site1,73,2.2075,2.2075,0.0
site1,74,2.165,2.165,0.0
site1,75,2.15,2.15,0.0
site1,76,2.205,2.205,0.0
site1,77,2.12,2.12,0.24
site1,78,1.8450000000000002,1.8450000000000002,0.96
site1,79,0.665,0.665,3.2
site1,80,-0.645,-0.645,5.88
site1,81,-0.9449999999999998,-0.9449999999999998,6.52
site1,82,-1.105,-1.105,6.94
site1,83,-1.9450000000000003,-1.9450000000000003,8.64
site1,84,-2.74,-2.74,10.16
site1,85,-2.12,-2.12,8.98
site1,86,-1.1950000000000003,-1.1950000000000003,7.16
site1,87,0.31000000000000005,0.31000000000000005,4.24
site1,88,0.6249999999999998,0.6249999999999998,3.68
site1,89,1.475,1.475,1.96
site1,90,2.21,2.21,0.42
site1,91,2.44,2.44,0.08
site1,92,2.585,2.585,0.0
site1,93,2.535,2.535,0.0
site1,94,2.5,2.5,0.0
site1,95,2.36,2.36,0.0
site1,96,2.225,2.225,0.0
site1,97,2.205,2.205,0.0
site1,98,2.115,2.115,0.0
site1,99,2.095,2.095,0.0
site1,100,2.08,2.08,0.0
site1,101,2.095,2.095,0.18
site1,102,1.815,1.815,0.92
site1,103,0.8650000000000002,0.8650000000000002,3.0
site1,104,-0.6549999999999998,-0.6549999999999998,6.06
site1,105,-1.8349999999999995,-1.8349999999999995,8.28
site1,106,-2.4399999999999995,-2.4399999999999995,9.7
site1,107,-3.0399999999999996,-3.0399999999999996,10.78
site1,108,-2.0999999999999996,-2.0999999999999996,8.94
site1,109,-0.6699999999999999,-0.6699999999999999,6.24
site1,110,0.2599999999999998,0.2599999999999998,4.28
site1,111,0.2650000000000001,0.2650000000000001,4.26
site1,112,0.7250000000000001,0.7250000000000001,3.34
site1,113,1.65,1.65,1.58
site1,114,2.03,2.03,0.9
site1,115,2.5100000000000002,2.5100000000000002,0.14
site1,116,2.505,2.505,0.0
site1,117,2.435,2.435,0.0
site1,118,2.41,2.41,0.0
site1,119,2.335,2.335,0.0
site1,120,2.1925,2.1925,0.0
site1,121,2.1925,2.1925,0.0
site1,122,2.09,2.09,0.0
site1,123,2.065,2.065,0.0
site1,124,2.135,2.135,0.0
site1,125,2.1350000000000002,2.1350000000000002,0.18
site1,126,2.05,2.05,0.5
site1,127,1.96,1.96,0.72
site1,128,1.855,1.855,0.92
site1,129,1.6750000000000003,1.6750000000000003,1.34
site1,130,1.385,1.385,1.9
site1,131,1.2550000000000001,1.2550000000000001,2.18
site1,132,1.065,1.065,2.5
site1,133,1.37,1.37,1.96
site1,134,0.31499999999999995,0.31499999999999995,4.04
site1,135,0.6500000000000001,0.6500000000000001,3.32
site1,136,0.31499999999999995,0.31499999999999995,4.12
site1,137,1.7950000000000004,1.7950000000000004,1.14
site1,138,2.135,2.135,0.48
site1,139,2.34,2.34,0.16
site1,140,2.505,2.505,0.0
site1,141,2.445,2.445,0.0
site1,142,2.37,2.37,0.0
site1,143,2.315,2.315,0.0
site1,144,2.18,2.18,0.0
site1,145,2.145,2.145,0.0
site1,146,2.09,2.09,0.0
site1,147,2.09,2.09,0.0
site1,148,2.16,2.16,0.0
site1,149,2.14,2.14,0.12
site1,150,1.7800000000000002,1.7800000000000002,0.92
site1,151,1.7650000000000001,1.7650000000000001,1.08
site1,152,2.0300000000000002,2.0300000000000002,0.56
site1,153,0.9650000000000001,0.9650000000000001,2.68
site1,154,-1.0149999999999997,-1.0149999999999997,6.68
site1,155,-0.7999999999999998,-0.7999999999999998,6.3
site1,156,-0.1499999999999999,-0.1499999999999999,5.08
site1,157,-0.7250000000000001,-0.7250000000000001,6.24
site1,158,-0.4299999999999997,-0.4299999999999997,5.64
site1,159,0.8099999999999998,0.8099999999999998,3.22
site1,160,0.17000000000000037,0.17000000000000037,4.52
site1,161,1.6600000000000001,1.6600000000000001,1.34
site1,162,2.135,2.135,0.54
site1,163,2.4850000000000003,2.4850000000000003,0.02
site1,164,2.505,2.505,0.0
site1,165,2.5,2.5,0.0
site1,166,2.44,2.44,0.0
site1,167,2.315,2.315,0.0
site1,168,2.1775,2.1775,0.0
site1,169,2.1775,2.1775,0.0
site1,170,2.105,2.105,0.0
site1,171,2.095,2.095,0.0
site1,172,2.17,2.17,0.0
site1,173,2.0149999999999997,2.0149999999999997,0.4
site1,174,1.665,1.665,1.16
site1,175,1.11,1.11,2.32
site1,176,0.004999999999999893,0.004999999999999893,4.62
site1,177,-0.6000000000000001,-0.6000000000000001,5.86
site1,178,-0.3200000000000003,-0.3200000000000003,5.32
site1,179,-0.6649999999999996,-0.6649999999999996,6.02
site1,180,-0.45999999999999996,-0.45999999999999996,5.56
site1,181,0.22999999999999998,0.22999999999999998,4.28
site1,182,-0.11500000000000021,-0.11500000000000021,5.0
site1,183,0.02499999999999991,0.02499999999999991,4.76
site1,184,1.5150000000000001,1.5150000000000001,1.8
site1,185,2.315,2.315,0.16
site1,186,2.4,2.4,0.0
site1,187,2.435,2.435,0.0
site1,188,2.455,2.455,0.0
site1,189,2.42,2.42,0.0
site1,190,2.38,2.38,0.0
site1,191,2.305,2.305,0.0
site1,192,2.185,2.185,0.0
site1,193,2.11,2.11,0.0
site1,194,2.08,2.08,0.0
site1,195,2.07,2.07,0.0
site1,196,2.135,2.135,0.0
site1,197,2.0300000000000002,2.0300000000000002,0.3
site1,198,1.7999999999999998,1.7999999999999998,0.92
site1,199,1.48,1.48,1.72
site1,200,1.02,1.02,2.84
site1,201,1.225,1.225,2.38
site1,202,0.5800000000000001,0.5800000000000001,3.7
site1,203,0.5200000000000002,0.5200000000000002,3.78
site1,204,-0.9300000000000002,-0.9300000000000002,6.7
site1,205,-0.22999999999999998,-0.22999999999999998,5.42
site1,206,0.7149999999999999,0.7149999999999999,3.46
site1,207,1.11,1.11,2.64
site1,208,1.1549999999999998,1.1549999999999998,2.58
site1,209,1.425,1.425,2.14
site1,210,2.155,2.155,0.58
site1,211,2.49,2.49,0.06
site1,212,2.5,2.5,0.0
site1,213,2.505,2.505,0.0
site1,214,2.465,2.465,0.0
site1,215,2.35,2.35,0.0
site1,216,2.1675,2.1675,0.0
site1,217,2.1675,2.1675,0.0
site1,218,2.075,2.075,0.0
site1,219,2.08,2.08,0.0
site1,220,2.085,2.085,0.0
site1,221,2.085,2.085,0.22
site1,222,1.825,1.825,0.86
site1,223,1.5750000000000002,1.5750000000000002,1.54
site1,224,0.7000000000000002,0.7000000000000002,3.5
site1,225,0.29499999999999993,0.29499999999999993,4.38
site1,226,-0.05500000000000016,-0.05500000000000016,5.12
site1,227,1.035,1.035,2.86
site1,228,1.0799999999999998,1.0799999999999998,2.68
site1,229,0.11000000000000032,0.11000000000000032,4.72
site1,230,1.0350000000000001,1.0350000000000001,2.88
site1,231,1.9049999999999998,1.9049999999999998,1.16
site1,232,2.0900000000000003,2.0900000000000003,0.68
site1,233,1.97,1.97,1.02
site1,234,2.16,2.16,0.56
site1,235,2.43,2.43,0.08
site1,236,2.495,2.495,0.0
site1,237,2.515,2.515,0.0
site1,238,2.435,2.435,0.0
site1,239,2.265,2.265,0.0
site1,240,2.125,2.125,0.0
site1,241,2.125,2.125,0.0
site1,242,2.105,2.105,0.0
site1,243,2.09,2.09,0.0
site1,244,2.08,2.08,0.0
site1,245,2.075,2.075,0.26
site1,246,1.9450000000000003,1.9450000000000003,0.76
site1,247,1.3450000000000002,1.3450000000000002,1.96
site1,248,-0.395,-0.395,5.42
site1,249,-1.9000000000000004,-1.9000000000000004,8.4
site1,250,-1.745,-1.745,8.14
site1,251,-0.48,-0.48,5.68
site1,252,-0.6149999999999998,-0.6149999999999998,5.96
site1,253,-0.020000000000000018,-0.020000000000000018,4.74
site1,254,0.01499999999999968,0.01499999999999968,4.78
site1,255,0.4950000000000001,0.4950000000000001,3.92
site1,256,2.0250000000000004,2.0250000000000004,0.98
site1,257,1.8299999999999996,1.8299999999999996,1.36
site1,258,2.27,2.27,0.34
site1,259,2.495,2.495,0.02
site1,260,2.505,2.505,0.0
site1,261,2.41,2.41,0.0
site1,262,2.3,2.3,0.0
site1,263,2.215,2.215,0.0
site1,264,2.23,2.23,0.0
site1,265,2.285,2.285,0.0
site1,266,2.145,2.145,0.0
site1,267,2.16,2.16,0.0
site1,268,2.175,2.175,0.0
site1,269,2.0549999999999997,2.0549999999999997,0.28
site1,270,1.7550000000000001,1.7550000000000001,1.1
site1,271,1.0050000000000001,1.0050000000000001,2.64
site1,272,-0.1599999999999997,-0.1599999999999997,5.02
site1,273,-0.915,-0.915,6.44
site1,274,-1.665,-1.665,7.98
site1,275,-1.9,-1.9,8.44
site1,276,-2.43,-2.43,9.48
site1,277,-0.3500000000000001,-0.3500000000000001,5.28
site1,278,-0.10000000000000009,-0.10000000000000009,4.92
site1,279,1.1800000000000002,1.1800000000000002,2.42
site1,280,1.99,1.99,0.9
site1,281,2.36,2.36,0.24
site1,282,2.405,2.405,0.0
site1,283,2.475,2.475,0.0
site1,284,2.505,2.505,0.0
site1,285,2.44,2.44,0.0
site1,286,2.375,2.375,0.0
site1,287,2.235,2.235,0.0
site1,288,2.1425,2.1425,0.0
site1,289,2.1425,2.1425,0.0
site1,290,2.085,2.085,0.0
site1,291,2.08,2.08,0.0
site1,292,2.085,2.085,0.0
site1,293,2.12,2.12,0.18
site1,294,1.895,1.895,0.8
site1,295,0.7449999999999999,0.7449999999999999,3.14
site1,296,-0.685,-0.685,5.98
site1,297,-1.46,-1.46,7.54
site1,298,-1.9649999999999999,-1.9649999999999999,8.6
site1,299,-2.935,-2.935,10.56
site1,300,-1.6549999999999998,-1.6549999999999998,8.0
site1,301,-2.04,-2.04,8.6
site1,302,-0.5350000000000001,-0.5350000000000001,5.82
site1,303,1.17,1.17,2.3
site1,304,0.6199999999999999,0.6199999999999999,3.56
site1,305,1.6,1.6,1.66
site1,306,2.2199999999999998,2.2199999999999998,0.4
site1,307,2.45,2.45,0.02
site1,308,2.455,2.455,0.0
site1,309,2.455,2.455,0.0
site1,310,2.355,2.355,0.0
site1,311,2.2075,2.2075,0.0
site1,312,2.2075,2.2075,0.0
site1,313,2.105,2.105,0.0
site1,314,2.085,2.085,0.0
site1,315,2.09,2.09,0.0
site1,316,2.095,2.095,0.0
site1,317,2.115,2.115,0.26
site1,318,1.7249999999999999,1.7249999999999999,1.1
site1,319,0.9299999999999997,0.9299999999999997,2.66
site1,320,0.5999999999999999,0.5999999999999999,3.52
site1,321,-1.0350000000000001,-1.0350000000000001,6.88
site1,322,-0.6600000000000001,-0.6600000000000001,5.94
site1,323,-1.4,-1.4,7.42
site1,324,-1.21,-1.21,7.08
site1,325,-1.8849999999999998,-1.8849999999999998,8.36
site1,326,-1.6100000000000003,-1.6100000000000003,7.98
site1,327,-0.8399999999999999,-0.8399999999999999,6.5
site1,328,0.31499999999999995,0.31499999999999995,4.2
site1,329,1.64,1.64,1.56
site1,330,2.235,2.235,0.34
site1,331,2.41,2.41,0.02
site1,332,2.52,2.52,0.0
site1,333,2.475,2.475,0.0
site1,334,2.37,2.37,0.0
site1,335,2.24,2.24,0.0
site1,336,2.0775,2.0775,0.0
site1,337,2.0775,2.0775,0.0
site1,338,2.025,2.025,0.0
site1,339,2.035,2.035,0.0
site1,340,2.07,2.07,0.0
site1,341,2.055,2.055,0.34
site1,342,1.8750000000000002,1.8750000000000002,0.9
site1,343,1.4499999999999997,1.4499999999999997,1.62
site1,344,1.495,1.495,1.64
site1,345,1.3099999999999998,1.3099999999999998,2.02
site1,346,0.77,0.77,3.04
site1,347,-1.2149999999999999,-1.2149999999999999,7.04
site1,348,-2.025,-2.025,8.34
site1,349,-1.1100000000000003,-1.1100000000000003,6.82
site1,350,-1.38,-1.38,7.46
site1,351,-1.04,-1.04,6.84
site1,352,0.2400000000000002,0.2400000000000002,4.22
site1,353,1.4099999999999997,1.4099999999999997,1.86
site1,354,2.2199999999999998,2.2199999999999998,0.32
site1,355,2.44,2.44,0.0
site1,356,2.5,2.5,0.0
site1,357,2.43,2.43,0.0
site1,358,2.385,2.385,0.0
site1,359,2.25,2.25,0.0
site1,360,2.245,2.245,0.0
site1,361,2.16,2.16,0.0
site1,362,2.065,2.065,0.0
site1,363,2.085,2.085,0.0
site1,364,2.095,2.095,0.0
site1,365,2.0700000000000003,2.0700000000000003,0.18
site1,366,1.835,1.835,0.84
site1,367,0.8299999999999998,0.8299999999999998,3.02
site1,368,0.30500000000000016,0.30500000000000016,4.3
site1,369,-0.2250000000000001,-0.2250000000000001,5.44
site1,370,-0.915,-0.915,6.9
site1,371,-0.18999999999999995,-0.18999999999999995,5.38
site1,372,-1.0150000000000001,-1.0150000000000001,7.08
site1,373,-0.5550000000000002,-0.5550000000000002,6.0
site1,374,-0.4099999999999997,-0.4099999999999997,5.64
site1,375,-0.7149999999999999,-0.7149999999999999,6.38
site1,376,0.6399999999999997,0.6399999999999997,3.74
site1,377,1.545,1.545,1.8
site1,378,2.255,2.255,0.36
site1,379,2.435,2.435,0.02
site1,380,2.5,2.5,0.0
site1,381,2.455,2.455,0.0
site1,382,2.45,2.45,0.0
site1,383,2.28,2.28,0.0
site1,384,2.18,2.18,0.0
site1,385,2.115,2.115,0.0
site1,386,2.07,2.07,0.0
site1,387,2.03,2.03,0.0
site1,388,2.08,2.08,0.0
site1,389,2.095,2.095,0.18
site1,390,1.87,1.87,0.84
site1,391,0.8299999999999998,0.8299999999999998,3.02
site1,392,-0.3200000000000003,-0.3200000000000003,5.4
site1,393,-1.5300000000000002,-1.5300000000000002,7.9
site1,394,-1.6850000000000005,-1.6850000000000005,8.22
site1,395,-0.9499999999999997,-0.9499999999999997,6.8
site1,396,-2.8949999999999996,-2.8949999999999996,10.62
site1,397,-1.9549999999999996,-1.9549999999999996,8.7
site1,398,0.6099999999999999,0.6099999999999999,3.58
site1,399,0.6749999999999998,0.6749999999999998,3.54
site1,400,0.9450000000000001,0.9450000000000001,2.94
site1,401,1.875,1.875,1.14
site1,402,2.275,2.275,0.36
site1,403,2.48,2.48,0.04
site1,404,2.48,2.48,0.0
site1,405,2.525,2.525,0.0
site1,406,2.455,2.455,0.0
site1,407,2.315,2.315,0.0
site1,408,2.21,2.21,0.0
site1,409,2.095,2.095,0.0
site1,410,2.08,2.08,0.0
site1,411,2.075,2.075,0.0
site1,412,2.08,2.08,0.0
site1,413,2.115,2.115,0.18
site1,414,1.85,1.85,0.84
site1,415,0.7649999999999999,0.7649999999999999,2.94
site1,416,-0.5499999999999998,-0.5499999999999998,5.64
site1,417,-1.6150000000000002,-1.6150000000000002,7.86
site1,418,-2.3700000000000006,-2.3700000000000006,9.38
site1,419,-2.6250000000000004,-2.6250000000000004,9.88
site1,420,-2.84,-2.84,10.26
site1,421,-0.40500000000000025,-0.40500000000000025,5.44
site1,422,0.3400000000000001,0.3400000000000001,3.94
site1,423,0.5800000000000001,0.5800000000000001,3.58
site1,424,0.8449999999999998,0.8449999999999998,3.12
site1,425,1.8000000000000003,1.8000000000000003,1.3
site1,426,2.28,2.28,0.32
site1,427,2.47,2.47,0.02
site1,428,2.485,2.485,0.0
site1,429,2.445,2.445,0.0
site1,430,2.315,2.315,0.0
site1,431,2.235,2.235,0.0
site1,432,2.095,2.095,0.0
site1,433,2.08,2.08,0.0
site1,434,2.08,2.08,0.0
site1,435,2.06,2.06,0.0
site1,436,2.085,2.085,0.0
site1,437,2.095,2.095,0.22
site1,438,1.8,1.8,0.86
site1,439,0.5050000000000001,0.5050000000000001,2.92
site1,440,-0.895,-0.895,5.5
site1,441,-1.6700000000000004,-1.6700000000000004,7.9
site1,442,-2.5200000000000005,-2.5200000000000005,9.64
site1,443,-3.03,-3.03,10.68
site1,444,-3.0349999999999997,-3.0349999999999997,10.6
site1,445,-0.050000000000000266,-0.050000000000000266,4.74
site1,446,0.30000000000000027,0.30000000000000027,4.18
site1,447,0.3899999999999999,0.3899999999999999,3.98
site1,448,0.6749999999999998,0.6749999999999998,3.5
site1,449,1.5550000000000002,1.5550000000000002,1.72
site1,450,2.34,2.34,0.28
site1,451,2.52,2.52,0.02
site1,452,2.535,2.535,0.0
site1,453,2.495,2.495,0.0
site1,454,2.36,2.36,0.0
site1,455,2.23,2.23,0.0
site1,456,2.125,2.125,0.0
site1,457,2.08,2.08,0.0
site1,458,2.085,2.085,0.0
site1,459,2.07,2.07,0.0
site1,460,2.105,2.105,0.0
site1,461,2.105,2.105,0.2
site1,462,1.94,1.94,0.78
site1,463,1.04,1.04,2.66
site1,464,-0.27,-0.27,5.26
site1,465,-1.69,-1.69,8.1
site1,466,-1.5499999999999998,-1.5499999999999998,7.96
site1,467,-1.6399999999999997,-1.6399999999999997,8.26
site1,468,-2.1149999999999998,-2.1149999999999998,9.04
site1,469,-2.0199999999999996,-2.0199999999999996,8.7
site1,470,-1.0700000000000003,-1.0700000000000003,6.78
site1,471,0.2150000000000003,0.2150000000000003,4.22
site1,472,0.865,0.865,3.06
site1,473,1.7550000000000001,1.7550000000000001,1.4
site1,474,2.2849999999999997,2.2849999999999997,0.2
site1,475,2.48,2.48,0.0
site1,476,2.485,2.485,0.0
site1,477,2.485,2.485,0.0
site1,478,2.395,2.395,0.0
site1,479,2.325,2.325,0.0
site1,480,2.2,2.2,0.0
site1,481,2.175,2.175,0.0
site1,482,2.17,2.17,0.0
site1,483,2.18,2.18,0.0
site1,484,2.195,2.195,0.0
site1,485,2.14,2.14,0.14
site1,486,1.915,1.915,0.78
site1,487,1.38,1.38,1.78
site1,488,-0.3599999999999999,-0.3599999999999999,5.42
site1,489,0.004999999999999893,0.004999999999999893,4.62
site1,490,-2.0050000000000003,-2.0050000000000003,8.64
site1,491,-1.0500000000000003,-1.0500000000000003,6.78
site1,492,-1.0500000000000003,-1.0500000000000003,6.74
site1,493,-1.73,-1.73,8.08
site1,494,-0.98,-0.98,6.8
site1,495,0.020000000000000018,0.020000000000000018,4.92
site1,496,1.07,1.07,2.56
site1,497,1.9400000000000002,1.9400000000000002,1.02
site1,498,2.3449999999999998,2.3449999999999998,0.16
site1,499,2.425,2.425,0.0
site1,500,2.48,2.48,0.0
site1,501,2.495,2.495,0.0
site1,502,2.425,2.425,0.0
site1,503,2.235,2.235,0.0
site1,504,2.13,2.13,0.0
site1,505,2.03,2.03,0.0
site1,506,2.085,2.085,0.0
site1,507,2.08,2.08,0.0
site1,508,2.07,2.07,0.0
site1,509,2.1599999999999997,2.1599999999999997,0.2
site1,510,1.9550000000000003,1.9550000000000003,0.82
site1,511,1.5250000000000001,1.5250000000000001,1.56
site1,512,1.3599999999999999,1.3599999999999999,1.92
site1,513,1.5399999999999998,1.5399999999999998,1.6
site1,514,0.6400000000000001,0.6400000000000001,3.38
site1,515,0.595,0.595,3.56
site1,516,0.685,0.685,3.38
site1,517,0.33000000000000007,0.33000000000000007,4.0
site1,518,0.3200000000000003,0.3200000000000003,4.3
site1,519,1.0,1.0,2.88
site1,520,1.9,1.9,1.12
site1,521,2.1149999999999998,2.1149999999999998,0.62
site1,522,2.25,2.25,0.14
site1,523,2.37,2.37,0.0
site1,524,2.435,2.435,0.0
site1,525,2.445,2.445,0.0
site1,526,2.405,2.405,0.0
site1,527,2.315,2.315,0.0
site1,528,2.26,2.26,0.0
site1,529,2.18,2.18,0.0
site1,530,2.16,2.16,0.0
site1,531,2.085,2.085,0.0
site1,532,2.085,2.085,0.0
site1,533,2.14,2.14,0.06
site1,534,2.095,2.095,0.42
site1,535,1.8250000000000002,1.8250000000000002,1.22
site1,536,1.13,1.13,2.54
site1,537,1.4849999999999999,1.4849999999999999,1.82
site1,538,0.31000000000000005,0.31000000000000005,4.02
site1,539,-0.13500000000000023,-0.13500000000000023,4.9
site1,540,-0.7800000000000002,-0.7800000000000002,6.44
site1,541,0.8599999999999999,0.8599999999999999,3.16
site1,542,1.305,1.305,2.1
site1,543,1.5499999999999998,1.5499999999999998,1.92
site1,544,1.1150000000000002,1.1150000000000002,2.5
site1,545,2.02,2.02,0.84
site1,546,2.3449999999999998,2.3449999999999998,0.12
site1,547,2.42,2.42,0.0
site1,548,2.51,2.51,0.0
site1,549,2.43,2.43,0.0
site1,550,2.4,2.4,0.0
site1,551,2.29,2.29,0.0
site1,552,2.215,2.215,0.0
site1,553,2.12,2.12,0.0
site1,554,2.065,2.065,0.0
site1,555,2.095,2.095,0.0
site1,556,2.075,2.075,0.0
site1,557,2.135,2.135,0.04
site1,558,2.0549999999999997,2.0549999999999997,0.48
site1,559,1.7600000000000002,1.7600000000000002,1.22
site1,560,1.81,1.81,1.12
site1,561,1.875,1.875,0.96
site1,562,1.4699999999999998,1.4699999999999998,1.78
site1,563,0.41999999999999993,0.41999999999999993,3.96
site1,564,0.3450000000000002,0.3450000000000002,4.02
site1,565,1.83,1.83,1.2
site1,566,1.89,1.89,1.02
site1,567,1.79,1.79,1.2
site1,568,1.85,1.85,1.04
site1,569,2.19,2.19,0.42
site1,570,2.3800000000000003,2.3800000000000003,0.06
site1,571,2.39,2.39,0.0
site1,572,2.45,2.45,0.0
site1,573,2.45,2.45,0.0
site1,574,2.375,2.375,0.0
site1,575,2.19,2.19,0.0
site1,576,2.135,2.135,0.0
site1,577,2.095,2.095,0.0
site1,578,2.08,2.08,0.0
site1,579,2.08,2.08,0.0
site1,580,2.085,2.085,0.0
site1,581,2.165,2.165,0.06
site1,582,2.08,2.08,0.28
site1,583,1.7100000000000002,1.7100000000000002,1.06
site1,584,1.37,1.37,1.8
site1,585,0.69,0.69,3.24
site1,586,0.9150000000000003,0.9150000000000003,2.82
site1,587,1.0450000000000002,1.0450000000000002,2.48
site1,588,-0.98,-0.98,6.54
site1,589,0.05500000000000016,0.05500000000000016,4.54
site1,590,-0.5150000000000001,-0.5150000000000001,5.66
site1,591,0.7450000000000001,0.7450000000000001,3.2
site1,592,0.6600000000000001,0.6600000000000001,3.5
site1,593,1.6199999999999999,1.6199999999999999,1.56
site1,594,2.185,2.185,0.28
site1,595,2.42,2.42,0.0
site1,596,2.475,2.475,0.0
site1,597,2.49,2.49,0.0
site1,598,2.43,2.43,0.0
site1,599,2.255,2.255,0.0
site1,600,2.125,2.125,0.0
site1,601,2.08,2.08,0.0
site1,602,2.09,2.09,0.0
site1,603,2.065,2.065,0.0
site1,604,2.085,2.085,0.0
site1,605,2.1350000000000002,2.1350000000000002,0.18
site1,606,1.865,1.865,0.86
site1,607,1.0599999999999998,1.0599999999999998,2.52
site1,608,-0.33499999999999996,-0.33499999999999996,5.3
site1,609,-1.5299999999999998,-1.5299999999999998,7.6
site1,610,-2.2749999999999995,-2.2749999999999995,9.2
site1,611,-2.485,-2.485,9.6
site1,612,-1.4100000000000001,-1.4100000000000001,7.44
site1,613,-0.8500000000000001,-0.8500000000000001,6.34
site1,614,-0.8550000000000004,-0.8550000000000004,6.48
site1,615,-0.4849999999999999,-0.4849999999999999,5.68
site1,616,1.46,1.46,2.04
site1,617,1.9000000000000004,1.9000000000000004,1.14
site1,618,2.32,2.32,0.24
site1,619,2.48,2.48,0.0
site1,620,2.52,2.52,0.0
site1,621,2.5,2.5,0.0
site1,622,2.455,2.455,0.0
site1,623,2.365,2.365,0.0
site1,624,2.23,2.23,0.0
site1,625,2.19,2.19,0.0
site1,626,2.13,2.13,0.0
site1,627,2.125,2.125,0.0
site1,628,2.225,2.225,0.0
site1,629,2.15,2.15,0.2
site1,630,2.06,2.06,0.58
site1,631,1.6600000000000001,1.6600000000000001,1.5
site1,632,1.135,1.135,2.6
site1,633,1.1649999999999998,1.1649999999999998,2.44
site1,634,1.2950000000000002,1.2950000000000002,2.14
site1,635,1.26,1.26,2.22
site1,636,-0.28500000000000014,-0.28500000000000014,5.36
site1,637,-0.18999999999999995,-0.18999999999999995,5.28
site1,638,1.4099999999999997,1.4099999999999997,2.2
site1,639,1.7000000000000002,1.7000000000000002,1.46
site1,640,2.14,2.14,0.6
site1,641,2.31,2.31,0.24
site1,642,2.375,2.375,0.08
site1,643,2.45,2.45,0.0
site1,644,2.52,2.52,0.0
site1,645,2.45,2.45,0.0
site1,646,2.445,2.445,0.0
site1,647,2.31,2.31,0.0
site1,648,2.225,2.225,0.0
site1,649,2.23,2.23,0.0
site1,650,2.135,2.135,0.0
site1,651,2.115,2.115,0.0
site1,652,2.14,2.14,0.0
site1,653,2.225,2.225,0.04
site1,654,2.145,2.145,0.36
site1,655,1.9,1.9,0.8
site1,656,1.9299999999999997,1.9299999999999997,0.78
site1,657,1.825,1.825,1.1
site1,658,1.81,1.81,1.14
site1,659,2.155,2.155,0.5
site1,660,2.1,2.1,0.7
site1,661,2.08,2.08,0.68
site1,662,2.215,2.215,0.4
site1,663,2.255,2.255,0.28
site1,664,2.3449999999999998,2.3449999999999998,0.12
