site name,time,grid_outage,solar_energy_produced,total energy consumption,diesel power(kW),battery capacity (Ah),rated voltage（V）,battery charge coefficient,battery discharge coefficient,init SOC,DOD,grid power(kW)
site1,42,True,2.83,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,43,True,2.83,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,44,True,2.45,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,45,True,2.45,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,46,True,2.45,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,47,True,2.45,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,48,True,1.04,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,49,True,1.04,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,50,True,1.04,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,51,True,1.04,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,52,True,1.02,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,53,True,1.02,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,54,True,1.02,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,55,True,1.02,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,56,True,0.995,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,57,True,0.995,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,58,True,0.995,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,59,True,0.995,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,60,True,0.98,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,61,True,0.98,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,62,True,0.98,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,63,True,0.98,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,64,False,0.92,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,65,False,0.92,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,66,False,0.92,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,67,False,0.92,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,68,False,0.47,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,69,False,0.47,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,70,False,0.47,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,71,False,0.47,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,72,False,0.085,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,73,False,0.085,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,74,False,0.085,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,75,False,0.085,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,76,False,0.0,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,77,False,0.0,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,78,False,0.0,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,79,False,0.0,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,80,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,81,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,82,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,83,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,84,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,85,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,86,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,87,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,88,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,89,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,90,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,91,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,92,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,93,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,94,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,95,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,96,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,97,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,98,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,99,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,100,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,101,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,102,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,103,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,104,True,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,105,True,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,106,True,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,107,True,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,108,True,0.0,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,109,True,0.0,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,110,True,0.0,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,111,True,0.0,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,112,True,0.005,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,113,True,0.005,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,114,True,0.005,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,115,True,0.005,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,116,True,0.035,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,117,True,0.035,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,118,True,0.035,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,119,True,0.035,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,120,True,0.08,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,121,True,0.08,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,122,True,0.08,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,123,True,0.08,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,124,True,0.215,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,125,True,0.215,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,126,True,0.215,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,127,True,0.215,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,128,True,0.625,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,129,True,0.625,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,130,True,0.625,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,131,True,0.625,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,132,True,1.075,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,133,True,1.075,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,134,True,1.075,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,135,True,1.075,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,136,False,1.91,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,137,False,1.91,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,138,False,1.91,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,139,False,1.91,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,140,False,0.455,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,141,False,0.455,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,142,False,0.455,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,143,False,0.455,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,144,False,1.15,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,145,False,1.15,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,146,False,1.15,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,147,False,1.15,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,148,False,0.98,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,149,False,0.98,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,150,False,0.98,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,151,False,0.98,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,152,False,2.055,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,153,False,2.055,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,154,False,2.055,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,155,False,2.055,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,156,False,1.185,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,157,False,1.185,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,158,False,1.185,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,159,False,1.185,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,160,False,0.885,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,161,False,0.885,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,162,False,0.885,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,163,False,0.885,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,164,False,0.41,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,165,False,0.41,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,166,False,0.41,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,167,False,0.41,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,168,False,0.115,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,169,False,0.115,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,170,False,0.115,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,171,False,0.115,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,172,False,0.03,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,173,False,0.03,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,174,False,0.03,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,175,False,0.03,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,176,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,177,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,178,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,179,False,0.0,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,180,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,181,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,182,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,183,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,184,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,185,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,186,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,187,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,188,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,189,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,190,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,191,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,192,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,193,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,194,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,195,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,196,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,197,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,198,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,199,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,200,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,201,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,202,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,203,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,204,False,0.005,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,205,False,0.005,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,206,False,0.005,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,207,False,0.005,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,208,False,0.045,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,209,False,0.045,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,210,False,0.045,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,211,False,0.045,0.696936078870175,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,212,False,0.125,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,213,False,0.125,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,214,False,0.125,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,215,False,0.125,0.7110139194674135,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,216,False,0.105,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,217,False,0.105,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,218,False,0.105,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,219,False,0.105,0.7137711085922022,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,220,False,0.31,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,221,False,0.31,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,222,False,0.31,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,223,False,0.31,0.7272804532143963,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,224,False,0.355,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,225,False,0.355,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,226,False,0.355,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,227,False,0.355,0.7467814073334423,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,228,False,1.235,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,229,False,1.235,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,230,False,1.235,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,231,False,1.235,0.7255055776124895,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,232,False,1.03,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,233,False,1.03,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,234,False,1.03,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,235,False,1.03,0.7277855656946096,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,236,False,1.2,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,237,False,1.2,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,238,False,1.2,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,239,False,1.2,0.6999989598047889,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,240,True,1.725,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,241,True,1.725,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,242,True,1.725,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,243,True,1.725,0.687857802298767,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,244,True,0.235,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,245,True,0.235,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,246,True,0.235,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,247,True,0.235,0.6765767806776435,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,248,True,0.35,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,249,True,0.35,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,250,True,0.35,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,251,True,0.35,0.6713911436640926,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,252,True,1.2,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,253,True,1.2,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,254,True,1.2,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,255,True,1.2,0.6708537185393489,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,256,True,1.22,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,257,True,1.22,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,258,True,1.22,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,259,True,1.22,0.6604477122320581,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,260,True,0.52,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,261,True,0.52,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,262,True,0.52,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,263,True,0.52,0.64548434011155,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,264,True,0.185,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,265,True,0.185,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,266,True,0.185,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,267,True,0.185,0.6374973681105809,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,268,True,0.09,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,269,True,0.09,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,270,True,0.09,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,271,True,0.09,0.6445307315585613,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,272,False,0.005,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,273,False,0.005,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,274,False,0.005,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,275,False,0.005,0.686958108714353,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,276,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,277,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,278,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,279,False,0.0,0.6708107657605563,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,280,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,281,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,282,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,283,False,0.0,0.6564119190676502,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,284,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,285,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,286,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,287,False,0.0,0.6316641120742824,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,288,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,289,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,290,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,291,False,0.0,0.7042591486976115,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,292,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,293,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,294,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,295,False,0.0,0.6913020216357303,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,296,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,297,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,298,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,299,False,0.0,0.6714913550686622,18.0,300,54,0.35,1.2,0.2,0.15,8
site1,300,False,0.0,0.6758222795850787,18.0,300,54,0.35,1.2,0.2,0.15,8
